Week,No StoreID,Stores,Sales Report2,Sales Report,LY,YOY CHANGE%,SOB%,STORE PROFILE,BAY COUNT,Average Bay Sale,AREA
1,1009,Homesavers Carlow Tullow Road U3,"€15,595.54","€15,595.54","€13,499.16",15.50%,1.03%,S [SMALL] ,163,€95.68, Area 5 
1,1066,Homesavers Carrick-on-shannon,"€32,628.02","€32,628.02","€41,355.29",-21.10%,2.15%,M+ [MEDIUM +] ,373,€87.47, Area 4 
1,1061,Homesavers Charlestown MAYO,"€7,845.79","€7,845.79","€7,890.22",-0.60%,0.52%,XS [EXTRA SMALL] ,97,€80.88, Area 4 
1,1023,Homesavers Clane,"€8,953.75","€8,953.75","€8,073.73",10.90%,0.59%,XS [EXTRA SMALL] ,122,€73.39, Area 5 
1,1068,Homesavers Claremorris,"€19,641.98","€19,641.98", € -   ,,1.30%,M [MEDIUM] ,255,€77.03, Area 7 
1,1017,Homesavers Crumlin,"€22,085.65","€22,085.65","€17,596.21",25.50%,1.46%,S [SMALL] ,157,€140.67, Area 3 
1,1040,Homesavers Diskin Centre Athlone,"€22,458.48","€22,458.48","€22,710.85",-1.10%,1.48%,M [MEDIUM] ,322,€69.75, Area 7 
1,1027,Homesavers Dundalk,"€69,844.87","€69,844.87","€64,974.60",7.50%,4.61%,M [MEDIUM] ,322,€216.91, Area 3 
1,1044,Homesavers WestGate Dungarvan,"€16,227.93","€16,227.93","€15,273.14",6.30%,1.07%,M [MEDIUM] ,216,€75.13, Area 8 
1,1048,Homesavers CLONMULLEN Edenderry,"€33,489.09","€33,489.09","€32,072.18",4.40%,2.21%,M [MEDIUM] ,275,€121.78, Area 7 
1,1031,Homesavers BALLYMALEY Ennis,"€85,207.97","€85,207.97","€86,971.27",-2.00%,5.62%,L [LARGE] ,536,€158.97, Area 1 
1,1042,Homesavers Rafter Street Enniscorthy,"€16,372.50","€16,372.50","€16,253.22",0.70%,1.08%,S [SMALL] ,130,€125.94, Area 2 
1,1025,Homesavers Kings meadow waterford,"€30,331.07","€30,331.07","€28,404.37",6.80%,2.00%,M+ [MEDIUM +] ,359,€84.49, Area 2 
1,1067,Homesavers Letterkenny Pearse Road,"€26,178.11","€26,178.11","€37,721.63",-30.60%,1.73%,M+ [MEDIUM +] ,418,€62.63, Area 4 
